amp_map_pct,peak_mean_pct,peak_max_pct,peak_neartip_pct,dns,dns_err,dns_status,n_cross,rec,strategy,rep,n,t_fit,k1,f_free,g,rank,ell
14.09927787926354,14.91091641953596,218.21106480817627,78.76373706106163,222.06578793339827,2.0231692954351956,crossed,1,eb,equispaced,0,3,0.23271977700005664,386.5183805663176,59579.349337729276,9420.857722207129,,
10.623839989691247,11.12817542461856,181.34233105958918,66.72997202529484,222.27066583673346,1.818291392100008,crossed,1,eb,equispaced,0,4,0.4817738149995421,376.78244217806247,59650.812228212984,9680.943440208228,,
8.28173502096894,11.440450291710587,217.53812991129294,73.00173136162778,222.27066583673346,1.818291392100008,crossed,1,eb,equispaced,0,5,0.5935319789996356,380.87722054282847,59626.73642697187,9612.282733009797,,
7.452048501770465,10.696113993860953,196.6277226604698,66.26496639473048,222.27066583673346,1.818291392100008,crossed,1,eb,equispaced,0,6,0.7465660940006273,376.34866042361165,59661.70870621598,9758.057788488604,,
7.322036363937195,10.766819484733912,195.87080963424683,65.572464546921,222.27066583673346,1.818291392100008,crossed,1,eb,equispaced,0,7,0.7959103149996736,375.8864419149834,59665.69213178067,9811.56545693007,,
6.531749887666495,10.56058751604088,188.86196715575304,63.066082806098265,222.27066583673346,1.818291392100008,crossed,1,eb,equispaced,0,8,0.9085071869994863,374.0118996979608,59685.140109576416,9882.508335615825,,
6.414609548739689,9.597248327379813,146.1635103704185,51.00917329195999,223.09017745007432,0.9987797787591433,crossed,1,eb,equispaced,0,10,1.124646302999281,366.2876536668439,59749.31197384687,10090.485612553963,,
5.882122403485378,5.928781888904086,75.61915919039622,28.125657711826594,223.2950553534095,0.7939018754239555,crossed,1,eb,equispaced,0,12,1.3329124290003165,351.03316590799074,59880.19565330201,10364.176682750223,,
5.945389026123451,7.979714140430261,89.61658536728177,39.4777201828452,223.2950553534095,0.7939018754239555,crossed,1,eb,equispaced,0,16,1.4662085560003106,356.7923604161714,59832.37954659418,11373.063606501804,,
5.387387032112089,5.098771113125397,75.80898536652253,22.64334044367496,,,no_null,0,eb,equispaced,0,20,1.508241206999628,346.4319215674351,59922.71528848969,10537.682110982734,,
4.933109004932209,4.8818763990648755,140.83260127724094,27.840851968603538,224.31944487008556,0.23048764125209686,crossed,1,eb,equispaced,0,30,1.7102633069998774,327.27875582989986,60108.154766586136,10248.760607687067,,
4.78672470784021,3.4282922489727143,54.90470150122677,17.03163830306092,225.24139543509403,1.1524382062605696,crossed,1,eb,equispaced,0,50,2.1850552949999837,323.37738020362264,60150.409286012335,10504.2919339443,,
14.09927787926354,14.91091641953596,218.21106480817627,78.76373706106163,222.06578793339827,2.0231692954351956,crossed,1,eb,dopt_lowrank,0,3,0.21912379500008683,386.5183805663176,59579.349337729276,9420.857722207129,,
10.139832262384221,11.329838388607362,165.64326283182658,62.386921256821346,222.27066583673346,1.818291392100008,crossed,1,eb,dopt_lowrank,0,4,0.4709423309996055,374.101421407612,59677.000174598994,9849.110332671533,,
8.046497223661872,11.378067470457625,216.76285660714302,72.60670921335144,222.27066583673346,1.818291392100008,crossed,1,eb,dopt_lowrank,0,5,0.5837515019993589,380.5850112423086,59629.62519085969,9630.11449551817,,
11.02105394111763,6.984249162784052,94.34120871356596,32.73978513563671,223.09017745007432,0.9987797787591433,crossed,1,eb,dopt_lowrank,0,6,0.6738645030000043,360.6161748279481,59777.47366494846,8947.886185540554,,
9.651907609078204,6.439811431038954,80.05521785557453,28.066515468024022,223.19261640174193,0.8963408270915352,crossed,1,eb,dopt_lowrank,0,7,0.7399628470002426,357.60282816913457,59806.92138421268,9121.14109847352,,
8.519528322839335,6.464568400792261,78.64161028393218,26.714855102292695,223.2950553534095,0.7939018754239555,crossed,1,eb,dopt_lowrank,0,8,0.8360904600003778,356.88757722094783,59816.1688075933,9261.274199678655,,
7.621099886707137,6.341255731233947,76.52981799191336,25.53733709543659,223.2950553534095,0.7939018754239555,crossed,1,eb,dopt_lowrank,0,10,1.0049705450001056,356.1586539584061,59824.843208012004,9434.614424769068,,
11.06495400999992,13.817316939947691,23.215008190559946,3.927290516269983,223.2950553534095,0.7939018754239555,crossed,1,eb,dopt_lowrank,0,12,1.1956891330000872,347.38272344431147,59899.381151575944,8471.864990777056,,
11.387145665183768,16.452885056774065,25.057074881150015,10.225458629891849,224.11456696675037,0.025609737916909125,crossed,1,eb,dopt_lowrank,0,16,1.3377394839999397,340.6581892096364,59966.961067815704,8263.975045354551,,
9.467659848278117,13.51481059834122,21.19559327286089,11.798766214771177,224.31944487008556,0.23048764125209686,crossed,1,eb,dopt_lowrank,0,20,1.3729536020000523,336.6620294376711,60011.07928406464,8562.79386339939,,
6.481310965941079,7.120962449491929,13.048267277889334,6.41812996840353,224.31944487008556,0.23048764125209686,crossed,1,eb,dopt_lowrank,0,30,1.5619905630001085,334.9441060889674,60030.88660382829,9272.467324647077,,
4.791798756493415,1.9336258942436833,4.752348773950991,,224.31944487008556,0.23048764125209686,crossed,1,eb,dopt_lowrank,0,50,2.209660396999425,327.3795574763563,60111.61051674692,10233.768981851345,,
14.09927787926354,14.91091641953596,218.21106480817627,78.76373706106163,222.06578793339827,2.0231692954351956,crossed,1,eb,random,0,3,0.22577800499948353,386.5183805663176,59579.349337729276,9420.857722207129,,
10.562078307579544,11.560562058598626,170.30319000566186,63.98157170506747,222.27066583673346,1.818291392100008,crossed,1,eb,random,0,4,0.46029124699998647,375.13490788371297,59667.70582865193,9791.718622130424,,
8.942973623913298,12.13158712974059,229.34312168014804,76.7111829572246,222.16822688506585,1.920730343767616,crossed,1,eb,random,0,5,0.5776586669999233,383.9604897417381,59605.98962906738,9638.939107873623,,
7.786048352239312,10.450068431193197,171.8325643393014,61.8661861211575,222.27066583673346,1.818291392100008,crossed,1,eb,random,0,6,0.6187435759993605,373.51166501200686,59685.84342307766,10001.256215031077,,
7.587172208723391,12.621047000220258,253.6591907921688,80.2914113618279,222.16822688506585,1.920730343767616,crossed,1,eb,random,0,7,0.7318944690005083,386.1948989534908,59592.14595440985,9618.757795556958,,
12.612965417320899,15.583051850110646,53.328314037651445,11.177206944896314,223.2950553534095,0.7939018754239555,crossed,1,eb,random,0,8,0.8256255770002099,348.29828501900744,59888.48495441015,7937.011821908495,,
