IGOR
WAVES	Frequency	Phase	Amp
BEGIN
	254123.12	166.1951	0.00042915344
	254319.95	166.41264	0.00040531158
	254516.8	166.78593	0.00044345856
	254713.64	163.7715	0.00043034554
	254910.48	166.47285	0.00042200089
	255107.31	166.18742	0.00044345856
	255304.16	167.74184	0.00043749809
	255501	162.12129	0.00042676926
	255697.84	167.15228	0.00041723251
	255894.69	164.79607	0.00046849251
	256091.52	165.35809	0.00041007996
	256288.36	166.56447	0.00044107437
	256485.2	166.08311	0.00041604042
	256682.05	166.12062	0.00042200089
	256878.89	163.16451	0.00043153763
	257075.72	166.69579	0.00042915344
	257272.56	163.72032	0.00042080879
	257469.41	163.60159	0.00043392181
	257666.25	165.62628	0.00044107437
	257863.09	164.90137	0.00042080879
	258059.92	167.08632	0.00044226646
	258256.77	166.22989	0.00043511391
	258453.61	167.04105	0.00043034554
	258650.45	167.66089	0.00042915344
	258847.3	165.96375	0.00042200089
	259044.12	164.53879	0.00040650368
	259240.97	167.11588	0.00041604042
	259437.81	169.11446	0.00041007996
	259634.66	161.3654	0.00043272972
	259831.48	164.31512	0.00043153763
	260028.33	166.48058	0.00044822693
	260225.17	168.06439	0.00044941902
	260422.02	164.78484	0.00044941902
	260618.86	164.30032	0.00045776367
	260815.69	164.56183	0.00042438507
	261012.53	163.27121	0.00044226646
	261209.38	164.35774	0.00043272972
	261406.22	165.92578	0.00043511391
	261603.06	165.16005	0.00043272972
	261799.89	167.11179	0.00043272972
	261996.73	165.1916	0.00042796135
	262193.56	169.39029	0.00042080879
	262390.41	165.56686	0.00045895576
	262587.25	165.56258	0.00045418739
	262784.09	165.15082	0.00042676926
	262980.94	166.27408	0.00042676926
	263177.78	165.22545	0.00044822693
	263374.62	167.50397	0.00045061111
	263571.47	165.5878	0.00043988228
	263768.31	166.42955	0.00042557716
	263965.16	166.80063	0.00047445297
	264161.97	165.12904	0.000436306
	264358.81	166.40419	0.00045061111
	264555.66	169.70882	0.00044703484
	264752.5	168.81287	0.00043511391
	264949.34	165.51929	0.00040888786
	265146.19	164.51895	0.00042319298
	265343.03	169.03093	0.00043153763
	265539.88	166.00194	0.00043272972
	265736.72	167.15492	0.00044465065
	265933.56	168.631	0.0004529953
	266130.38	165.38539	0.00045776367
	266327.22	169.4608	0.00041604042
	266524.06	167.16046	0.00042915344
	266720.91	166.4557	0.00043749809
	266917.75	165.88493	0.0004196167
	267114.59	165.10809	0.00044465065
	267311.44	166.33676	0.00044345856
