IGOR
WAVES	Frequency	Phase	Amp
BEGIN
	254123.12	167.28746	0.00036239624
	254319.95	165.56401	0.00037193298
	254516.8	164.25328	0.00037670135
	254713.64	168.16988	0.00036001205
	254910.48	169.95987	0.0003683567
	255107.31	167.22125	0.00035524368
	255304.16	170.33643	0.00038981438
	255501	166.14607	0.00036239624
	255697.84	167.57404	0.00036001205
	255894.69	166.19722	0.00035405159
	256091.52	162.99001	0.00037789345
	256288.36	164.84995	0.00034093857
	256485.2	163.35147	0.0003862381
	256682.05	164.55856	0.0003528595
	256878.89	168.03485	0.00036716461
	257075.72	167.04723	0.00036597252
	257272.56	165.62358	0.00033974648
	257469.41	169.12854	0.00036597252
	257666.25	168.69006	0.0003516674
	257863.09	165.3791	0.0003683567
	258059.92	167.49127	0.0003683567
	258256.77	167.75768	0.00038743019
	258453.61	170.22406	0.00035762787
	258650.45	162.44452	0.00034332275
	258847.3	166.29303	0.0003516674
	259044.12	166.19722	0.00035405159
	259240.97	170.81944	0.00035762787
	259437.81	164.76097	0.00037074089
	259634.66	165.51225	0.00036597252
	259831.48	165.23738	0.00036478043
	260028.33	167.72688	0.00034689903
	260225.17	167.96939	0.00037074089
	260422.02	167.83939	0.00036120415
	260618.86	166.24301	0.00035524368
	260815.69	165.73547	0.00036239624
	261012.53	168.50955	0.00037074089
	261209.38	168.16096	0.00035405159
	261406.22	166.29303	0.0003516674
	261603.06	168.91742	0.0003528595
	261799.89	169.26732	0.00037074089
	261996.73	167.7023	0.0003516674
	262193.56	171.0463	0.00037431717
	262390.41	167.94504	0.00035881996
	262587.25	164.23494	0.00036358833
	262784.09	168.40323	0.00037312508
	262980.94	170.35909	0.00037670135
	263177.78	167.68872	0.00037431717
	263374.62	168.42706	0.00035643578
	263571.47	168.54124	0.00036001205
	263768.31	167.86699	0.00037431717
	263965.16	166.96133	0.00034809113
	264161.97	168.76427	0.00036001205
	264358.81	165.43724	0.00034570694
	264555.66	169.04593	0.00033855438
	264752.5	168.53868	0.0003528595
	264949.34	167.82486	0.00035524368
	265146.19	166.88544	0.00034093857
	265343.03	163.1474	0.00034093857
	265539.88	167.78427	0.00035405159
	265736.72	166.7048	0.00035762787
	265933.56	168.29836	0.00037550926
	266130.38	164.47589	0.00035524368
	266327.22	167.83612	0.00034451485
	266524.06	165.6284	0.00034570694
	266720.91	167.26979	0.00036716461
	266917.75	166.25507	0.00034093857
	267114.59	167.90523	0.00035762787
	267311.44	169.28152	0.00033855438
	267508.28	166.05305	0.00037074089
	267705.12	168.50343	0.00035881996
	267901.94	167.26358	0.00035643578
	268098.78	166.66075	0.00035643578
	268295.62	168.2086	0.00036120415
	268492.47	169.7449	0.00036716461
	268689.31	168.50021	0.0003516674
	268886.16	170.19157	0.00035643578
	269083	170.08347	0.00034570694
	269279.84	169.1971	0.00034332275
	269476.69	164.62833	0.00035881996
	269673.53	165.64212	0.00036001205
	269870.34	168.28526	0.00036358833
	270067.19	165.82388	0.00035524368
	270264.03	167.85341	0.00036716461
	270460.88	164.81699	0.00033140182
	270657.72	172.36665	0.00034928322
	270854.56	169.4482	0.00037074089
	271051.41	169.00188	0.00034332275
	271248.25	167.51318	0.0003528595
	271445.09	169.62415	0.00034332275
	271641.91	167.1554	0.00037431717
	271838.75	168.43146	0.00036239624
	272035.59	166.44278	0.00034570694
	272232.44	169.3188	0.00033974648
	272429.28	164.29135	0.00035643578
	272626.12	169.7626	0.00036120415
	272822.97	166.87958	0.00032544136
	273019.81	166.71234	0.00033140182
	273216.66	171.46922	0.00033736229
	273413.5	167.36328	0.00034332275
	273610.31	168.14021	0.00036478043
	273807.16	170.34814	0.00035524368
	274004	167.44904	0.00033378601
	274200.84	169.93625	0.00035405159
	274397.69	171.75366	0.00033140182
	274594.53	166.63496	0.00034451485
	274791.38	167.86095	0.00032305717
	274988.22	171.51671	0.00035524368
