IGOR
WAVES	Frequency	Phase	Amp
BEGIN
	254123.12	166.224	0.00044465065
	254319.95	166.87614	0.00043511391
	254516.8	170.15297	0.00046610832
	254713.64	165.77187	0.00043153763
	254910.48	164.83687	0.00045537949
	255107.31	163.46954	0.00046491623
	255304.16	166.39944	0.00045537949
	255501	168.71936	0.00045657158
	255697.84	166.82106	0.00044345856
	255894.69	165.0204	0.00045657158
	256091.52	166.25095	0.00046133995
	256288.36	166.25404	0.00045537949
	256485.2	165.21727	0.00044345856
	256682.05	164.37457	0.00046849251
	256878.89	164.88756	0.00046133995
	257075.72	164.17838	0.00045418739
	257272.56	168.36198	0.00044822693
	257469.41	164.09529	0.00046014786
	257666.25	164.84593	0.00047326088
	257863.09	164.0546	0.00046849251
	258059.92	167.72289	0.00047087669
	258256.77	167.64737	0.00046133995
	258453.61	165.78787	0.00047087669
	258650.45	166.69382	0.00047564507
	258847.3	166.2392	0.00048041344
	259044.12	169.23625	0.00046491623
	259240.97	166.23602	0.00042557716
	259437.81	167.45531	0.00046610832
	259634.66	166.9081	0.00047326088
	259831.48	167.946	0.00046730042
	260028.33	166.11533	0.000436306
	260225.17	167.69197	0.0004696846
	260422.02	167.00536	0.00046014786
	260618.86	166.75102	0.00046253204
	260815.69	166.32095	0.00046372414
	261012.53	164.99211	0.00046014786
	261209.38	165.92856	0.0004696846
	261406.22	168.6347	0.00048279762
	261603.06	163.67595	0.0004696846
	261799.89	165.18185	0.00046610832
	261996.73	167.76556	0.00047802925
	262193.56	169.48737	0.0004696846
	262390.41	168.92039	0.00046491623
	262587.25	165.23457	0.00047683716
	262784.09	163.51701	0.0004529953
	262980.94	168.60466	0.0004696846
	263177.78	164.55368	0.0004696846
	263374.62	163.45844	0.00045537949
	263571.47	166.74274	0.00046730042
	263768.31	164.58255	0.00047922134
	263965.16	164.99211	0.00046014786
	264161.97	167.81136	0.00045657158
	264358.81	166.44377	0.00048279762
	264555.66	167.53217	0.00048518181
	264752.5	170.70157	0.00047922134
	264949.34	167.20219	0.00046730042
	265146.19	166.81831	0.00046491623
	265343.03	167.50397	0.00045061111
	265539.88	165.07762	0.00048518181
	265736.72	167.47119	0.00047206879
	265933.56	165.7137	0.00046372414
	266130.38	167.77718	0.00048398972
	266327.22	166.03586	0.00045895576
	266524.06	166.24495	0.00047087669
	266720.91	169.58089	0.00048041344
	266917.75	164.51488	0.00046849251
	267114.59	167.44046	0.00048160553
	267311.44	168.23759	0.00047326088
	267508.28	166.74274	0.00046730042
	267705.12	165.72141	0.00047802925
	267901.94	166.91125	0.00048875809
	268098.78	166.54839	0.00048160553
	268295.62	166.74347	0.00048756599
	268492.47	168.69005	0.00047922134
	268689.31	166.92087	0.00048398972
	268886.16	166.79205	0.00047922134
	269083	169.11963	0.00049829483
	269279.84	167.79576	0.00047922134
	269476.69	166.07051	0.00046491623
	269673.53	168.90628	0.00049471855
	269870.34	168.80055	0.00048398972
	270067.19	166.09865	0.00049114227
	270264.03	169.14542	0.00049829483
	270460.88	167.25302	0.00047445297
	270657.72	167.30611	0.00049352646
	270854.56	170.39479	0.00047087669
	271051.41	167.66089	0.00046849251
	271248.25	167.9977	0.00046372414
	271445.09	165.99805	0.00048279762
	271641.91	167.86469	0.0004696846
	271838.75	167.91508	0.00048279762
	272035.59	168.13327	0.00048041344
	272232.44	166.95436	0.00050067902
	272429.28	167.9977	0.00046372414
	272626.12	167.31961	0.00048756599
	272822.97	169.65627	0.00047087669
	273019.81	167.51749	0.00047922134
	273216.66	167.88547	0.00048279762
	273413.5	166.94276	0.00048995018
	273610.31	167.62602	0.00047802925
	273807.16	168.08232	0.00048398972
	274004	167.47119	0.00052690506
	274200.84	167.85388	0.00046372414
	274397.69	170.49323	0.00050425529
	274594.53	168.36636	0.00049591064
	274791.38	168.52852	0.00049710274
	274988.22	170.42413	0.00049352646
	275185.06	167.74724	0.00048279762
	275381.88	166.81578	0.00048518181
	275578.72	166.59482	0.00049829483
	275775.56	171.93306	0.00045776367
	275972.41	169.19559	0.00047683716
	276169.25	170.02351	0.00050187111
	276366.09	167.23232	0.00049591064
	276562.94	168.25435	0.00049114227
	276759.78	169.0235	0.00048160553
	276956.62	167.9247	0.00048995018
	277153.47	167.20836	0.00047802925
	277350.28	167.72359	0.00049829483
	277547.12	168.5524	0.0004863739
	277743.97	171.29929	0.00045657158
	277940.81	168.57738	0.00047445297
	278137.66	168.38277	0.00047922134
	278334.5	169.24072	0.00051021576
	278531.34	169.1091	0.00047922134
	278728.19	169.804	0.00050425529
	278925.03	165.44508	0.00047922134
	279121.88	169.24202	0.00048518181
	279318.69	169.34738	0.00050902367
	279515.53	167.6651	0.00049591064
	279712.38	165.62888	0.00049352646
	279909.22	169.81758	0.00049829483
	280106.06	169.88966	0.00050187111
	280302.91	171.5318	0.00048518181
	280499.75	167.81029	0.00050187111
	280696.59	166.85744	0.00051856041
	280893.44	166.94475	0.00050544739
	281090.25	169.27254	0.00050544739
	281287.09	168.31523	0.00049948692
	281483.94	168.69005	0.00047922134
	281680.78	166.72809	0.00049829483
	281877.62	169.42999	0.00050663948
	282074.47	168.79785	0.00049591064
	282271.31	172.06825	0.00053524971
	282468.16	170.28796	0.00049352646
	282665	169.74583	0.00048160553
	282861.84	170.73831	0.0005030632
	283058.66	168.28752	0.00049829483
	283255.5	170.74126	0.00049591064
	283452.34	167.48703	0.00046730042
	283649.19	167.54326	0.00051379204
	283846.03	170.24117	0.00049114227
	284042.88	169.88528	0.00048160553
	284239.72	172.54568	0.00051379204
	284436.56	166.81578	0.00048518181
	284633.41	169.61115	0.00050783157
	284830.22	168.84908	0.00050544739
	285027.06	167.04591	0.00050425529
	285223.91	169.34738	0.00050902367
	285420.75	171.15817	0.00048756599
	285617.59	170.76334	0.00049710274
	285814.44	168.9214	0.0005209446
	286011.28	168.60887	0.00049471855
	286208.12	171.13663	0.0004863739
	286404.97	169.52797	0.00051140785
	286601.81	168.91357	0.00053882599
	286798.62	169.95236	0.00049829483
	286995.47	169.96889	0.00051259995
	287192.31	170.17329	0.00052332878
	287389.16	170.40868	0.00052213669
	287586	169.57626	0.00051379204
	287782.84	169.57626	0.00051379204
	287979.69	170.77831	0.00051259995
	288176.53	171.64563	0.00051617622
	288373.38	169.49406	0.00051617622
	288570.22	168.66245	0.00048398972
	288767.03	169.53625	0.0005376339
	288963.88	169.77782	0.00051617622
	289160.72	170.12857	0.0005209446
	289357.56	170.64857	0.00050544739
	289554.41	168.50783	0.00051379204
	289751.25	168.84718	0.00051140785
	289948.09	168.09781	0.0005197525
	290144.94	169.32256	0.00050783157
	290341.78	169.00372	0.00051140785
	290538.59	170.26462	0.00049233437
	290735.44	171.40408	0.00051736832
	290932.28	169.08412	0.00050902367
	291129.12	170.40686	0.00051498413
	291325.97	170.56006	0.00050067902
	291522.81	167.68054	0.00053048134
	291719.66	169.59775	0.00050067902
	291916.5	170.55884	0.00052928925
	292113.34	168.17249	0.00051736832
	292310.19	170.4736	0.00052571297
	292507	172.41382	0.00053167343
	292703.84	172.43855	0.00054240227
	292900.69	170.03793	0.00051617622
	293097.53	168.73882	0.00054836273
	293294.38	171.96275	0.0005197525
	293491.22	171.54497	0.00053405762
	293688.06	173.17761	0.00053167343
	293884.91	172.17938	0.00049829483
	294081.75	171.18611	0.0005364418
	294278.56	171.48157	0.00054717064
	294475.41	168.56903	0.0005543232
	294672.25	168.96831	0.00052928925
	294869.09	172.22299	0.0005197525
	295065.94	170.77831	0.00051259995
	295262.78	171.66808	0.00052571297
	295459.62	172.63081	0.0005197525
	295656.47	168.66466	0.00052690506
	295853.31	171.06044	0.0005364418
	296050.16	169.7186	0.0005209446
	296246.97	171.13086	0.00054836273
	296443.81	169.73169	0.00050067902
	296640.66	169.86633	0.00053524971
	296837.5	174.11137	0.00053405762
	297034.34	171.48215	0.00052213669
	297231.19	169.8343	0.00052571297
	297428.03	172.90578	0.00054955482
	297624.88	172.57941	0.00054359436
	297821.72	168.51988	0.00055074692
	298018.53	173.52516	0.00055909157
	298215.38	171.14696	0.00053405762
	298412.22	173.9574	0.00053167343
	298609.06	172.56316	0.00054240227
	298805.91	170.95778	0.00056028366
	299002.75	171.15288	0.00056505203
	299199.59	171.20412	0.00052213669
	299396.44	174.25294	0.00055909157
	299593.28	171.37689	0.00054836273
	299790.12	170.33493	0.0005531311
	299986.94	173.82643	0.00054240227
	300183.78	170.57823	0.0005531311
	300380.62	172.48784	0.00054597855
	300577.47	173.68709	0.00055193901
	300774.31	173.12254	0.00054717064
	300971.16	173.07391	0.0005531311
	301168	170.79874	0.00056028366
	301364.84	174.07658	0.00054240227
	301561.69	171.55489	0.00055193901
	301758.53	169.95671	0.00056028366
	301955.34	171.59525	0.00056266785
	302152.19	171.12669	0.0005710125
	302349.03	171.21581	0.00054597855
	302545.88	173.44164	0.0005531311
	302742.72	169.52679	0.00054359436
	302939.56	171.86989	0.00057220459
	303136.41	170.91447	0.00056505203
	303333.25	170.27585	0.00055670738
	303530.09	172.04247	0.00055909157
	303726.91	172.14668	0.00055789948
	303923.75	172.58946	0.00056266785
	304120.59	172.65146	0.00056743622
	304317.44	172.63605	0.00056624413
	304514.28	175.37761	0.00056147575
	304711.12	170.98259	0.0005543232
	304907.97	170.38026	0.0005698204
	305104.81	173.16707	0.00055074692
	305301.66	172.22455	0.00059843063
	305498.5	173.9225	0.00057339668
	305695.31	171.0659	0.00055193901
	305892.16	172.06723	0.0005865097
	306089	174.02841	0.00057220459
	306285.84	171.586	0.00057816505
	306482.69	171.31865	0.00056028366
	306679.53	170.76442	0.00059366226
	306876.38	171.6935	0.00060200691
	307073.22	171.13751	0.00057935715
	307270.06	169.95209	0.00059366226
	307466.88	171.52885	0.00056624413
	307663.72	172.96063	0.00059247017
	307860.56	176.03415	0.00056862831
	308057.41	172.0451	0.00055074692
	308254.25	173.56961	0.00058531761
	308451.09	170.61545	0.00057697296
	308647.94	171.50932	0.00058889389
	308844.78	173.49023	0.00057816505
	309041.62	174.37444	0.00055909157
	309238.47	171.9187	0.00059247017
	309435.28	175.67297	0.00058412552
	309632.12	174.40288	0.00059843063
	309828.97	172.35959	0.00059127808
	310025.81	172.97313	0.00060319901
	310222.66	171.93306	0.00061154366
	310419.5	170.72739	0.00059127808
	310616.34	174.79533	0.0006043911
	310813.19	172.16547	0.00061988831
	311010.03	171.24521	0.00060200691
	311206.88	174.06996	0.0005877018
	311403.69	173.56961	0.00058531761
