IGOR
WAVES	Frequency	Phase	Amp
BEGIN
	254123.12	168.22424	0.00037312508
	254319.95	165.30267	0.00037550926
	254516.8	167.72804	0.0004029274
	254713.64	166.59151	0.00039577484
	254910.48	164.41907	0.00038504601
	255107.31	169.79245	0.00037670135
	255304.16	164.55368	0.00037550926
	255501	167.74231	0.00040888786
	255697.84	166.22838	0.00037550926
	255894.69	168.37659	0.00038385391
	256091.52	168.48296	0.00038743019
	256288.36	165.21968	0.00037789345
	256485.2	166.04752	0.00039458275
	256682.05	164.62373	0.00039458275
	256878.89	164.0546	0.00038981438
	257075.72	167.2179	0.00040888786
	257272.56	165.6432	0.00041246414
	257469.41	164.66937	0.00039577484
	257666.25	164.90662	0.00040650368
	257863.09	168.72386	0.00039577484
	258059.92	165.57428	0.00038266182
	258256.77	167.52635	0.00040173531
	258453.61	166.56178	0.00041484833
	258650.45	165.92252	0.00040173531
	258847.3	163.2664	0.00038027763
	259044.12	164.07886	0.0003862381
	259240.97	163.86848	0.0004029274
	259437.81	163.72612	0.00039935112
	259634.66	166.93703	0.00037431717
	259831.48	167.88014	0.00038027763
	260028.33	167.30276	0.00039577484
	260225.17	167.82199	0.00040054321
	260422.02	166.95436	0.00040054321
	260618.86	164.32603	0.00041365623
	260815.69	166.24919	0.00040531158
	261012.53	162.71849	0.00039219856
	261209.38	168.48296	0.00038743019
	261406.22	168.99644	0.00039339066
	261603.06	169.72562	0.00040054321
	261799.89	168.58415	0.00037908554
	261996.73	165.36426	0.0003862381
	262193.56	167.04549	0.00038266182
	262390.41	164.65622	0.00040531158
	262587.25	168.01851	0.00037789345
	262784.09	167.11035	0.00038981438
	262980.94	163.88275	0.00038146973
	263177.78	166.98024	0.00040650368
	263374.62	166.47447	0.00035643578
	263571.47	168.88695	0.00040769577
	263768.31	165.40161	0.00038266182
	263965.16	165.63136	0.00039815903
	264161.97	167.84753	0.00041246414
	264358.81	167.8934	0.0004029274
	264555.66	168.19492	0.00037789345
	264752.5	166.68896	0.00038743019
	264949.34	166.9398	0.00038981438
	265146.19	163.84265	0.00039815903
	265343.03	168.98128	0.00036716461
	265539.88	167.41702	0.00041127205
