IGOR
WAVES	Frequency	Phase	Amp
BEGIN
	254123.12	167.15724	0.00047087669
	254319.95	164.11613	0.00045657158
	254516.8	166.77692	0.00044703484
	254713.64	165.85536	0.00045776367
	254910.48	165.8909	0.00045418739
	255107.31	165.27911	0.00045895576
	255304.16	162.52789	0.00044822693
	255501	166.6638	0.00044941902
	255697.84	166.62752	0.00047326088
	255894.69	165.64407	0.00046610832
	256091.52	164.87219	0.0004696846
	256288.36	167.5032	0.00046253204
	256485.2	164.60239	0.00046133995
	256682.05	162.4966	0.00046253204
	256878.89	165.60765	0.00046491623
	257075.72	165.47585	0.00047445297
	257272.56	165.03044	0.00046133995
	257469.41	164.25606	0.00046491623
	257666.25	167.27565	0.00045418739
	257863.09	167.89513	0.00047087669
	258059.92	166.45888	0.00046730042
	258256.77	165.78021	0.00045061111
	258453.61	168.10364	0.00045657158
	258650.45	164.93694	0.00046730042
	258847.3	166.17349	0.00047326088
	259044.12	165.8542	0.0004529953
	259240.97	165.99951	0.00046253204
	259437.81	165.18185	0.00046610832
	259634.66	166.92812	0.00046372414
	259831.48	167.73523	0.00044822693
	260028.33	166.80063	0.00047445297
	260225.17	166.93843	0.00045776367
	260422.02	166.99477	0.00048160553
	260618.86	164.17383	0.00047206879
	260815.69	166.35159	0.0004696846
	261012.53	166.63446	0.00046849251
	261209.38	167.67407	0.00047445297
	261406.22	165.82193	0.00046610832
	261603.06	164.76953	0.00048518181
	261799.89	167.96484	0.00047922134
	261996.73	169.17488	0.0004696846
	262193.56	165.99771	0.00048756599
	262390.41	166.66074	0.00047445297
	262587.25	164.0152	0.00047564507
	262784.09	166.10725	0.00046133995
	262980.94	165.79494	0.00048995018
	263177.78	168.62936	0.00044107437
	263374.62	167.80338	0.00046730042
	263571.47	167.74724	0.00048279762
	263768.31	168.01945	0.00045895576
	263965.16	167.17673	0.00047802925
	264161.97	167.01622	0.00047206879
	264358.81	168.16496	0.00045895576
	264555.66	167.66949	0.00048518181
	264752.5	167.54646	0.00049114227
	264949.34	165.37341	0.00050425529
	265146.19	167.14494	0.00047683716
	265343.03	166.03436	0.00046730042
	265539.88	168.5202	0.00047206879
