IGOR
WAVES	Frequency	Phase	Amp
BEGIN
	254123.12	168.41287	0.00033736229
	254319.95	168.43146	0.00036120415
	254516.8	165.33733	0.00034332275
	254713.64	166.73666	0.00034213066
	254910.48	164.76224	0.00034451485
	255107.31	164.45366	0.00032901764
	255304.16	167.47119	0.0003516674
	255501	168.43573	0.0003683567
	255697.84	163.83548	0.00034213066
	255894.69	164.83026	0.00035047531
	256091.52	165.81349	0.00033020973
	256288.36	162.63411	0.00034332275
	256485.2	163.6909	0.0003349781
	256682.05	163.93011	0.00030040741
	256878.89	168.60936	0.00033140182
	257075.72	169.57265	0.00034809113
	257272.56	168.05222	0.00035643578
	257469.41	167.34354	0.00034809113
	257666.25	165.22545	0.0003361702
	257863.09	163.03058	0.00033855438
	258059.92	166.16515	0.00032901764
	258256.77	167.94701	0.00034213066
	258453.61	164.94708	0.00032544136
	258650.45	166.67545	0.00032544136
	258847.3	167.30563	0.00035762787
	259044.12	169.61115	0.00036239624
	259240.97	168.72859	0.00034689903
	259437.81	163.86075	0.00033855438
	259634.66	166.71234	0.00033140182
	259831.48	166.35518	0.00033855438
	260028.33	167.10124	0.0003194809
	260225.17	166.79205	0.00035881996
	260422.02	167.71904	0.00035762787
	260618.86	169.76518	0.00034809113
	260815.69	165.23607	0.00034093857
	261012.53	163.92003	0.00034809113
	261209.38	166.72575	0.00034689903
	261406.22	166.71512	0.0003516674
	261603.06	168.31061	0.00031709671
	261799.89	168.36031	0.00032424927
	261996.73	162.26295	0.00033974648
	262193.56	168.0007	0.00034928322
	262390.41	171.26994	0.00032067299
	262587.25	165.02711	0.0003182888
	262784.09	172.16618	0.00035762787
	262980.94	167.16705	0.00031590462
	263177.78	168.48232	0.00032186508
	263374.62	162.12811	0.00030636787
	263571.47	166.01314	0.0003349781
	263768.31	164.79758	0.00034093857
	263965.16	166.79205	0.00035881996
	264161.97	166.95923	0.00033259392
	264358.81	170.36246	0.0003194809
	264555.66	169.33022	0.00033378601
	264752.5	163.59874	0.00032901764
	264949.34	168.97922	0.00032424927
	265146.19	166.95923	0.00033259392
	265343.03	167.34354	0.00034809113
	265539.88	169.18611	0.00032305717
	265736.72	165.13718	0.0003194809
	265933.56	167.29483	0.0003349781
	266130.38	166.63496	0.00034451485
	266327.22	171.11298	0.00033140182
	266524.06	167.47119	0.00033974648
	266720.91	170.67641	0.00032305717
	266917.75	169.07718	0.00034570694
	267114.59	170.98393	0.00032663345
	267311.44	167.23135	0.00033974648
	267508.28	164.42096	0.00033259392
	267705.12	170.73134	0.00034689903
	267901.94	167.22336	0.00032782555
	268098.78	169.33963	0.00030875206
	268295.62	166.39635	0.00034451485
	268492.47	167.44829	0.00032305717
	268689.31	167.70973	0.00034093857
	268886.16	165.30927	0.00032901764
	269083	165.50334	0.00032305717
	269279.84	165.60275	0.00032067299
	269476.69	169.61818	0.00031709671
	269673.53	165.17349	0.0003349781
	269870.34	166.26372	0.00033020973
	270067.19	167.9492	0.00032544136
	270264.03	167.60913	0.00032186508
	270460.88	173.02295	0.00034332275
	270657.72	167.42754	0.00033855438
	270854.56	165.12123	0.00033378601
	271051.41	163.67105	0.00031709671
	271248.25	169.2157	0.00033020973
	271445.09	167.40454	0.00033259392
	271641.91	167.15932	0.00033140182
	271838.75	166.11308	0.00033259392
	272035.59	167.66783	0.00030040741
	272232.44	166.01541	0.0003194809
	272429.28	167.40227	0.00032186508
	272626.12	168.09033	0.0003349781
	272822.97	170.36632	0.00032663345
	273019.81	171.45897	0.00032901764
	273216.66	171.5334	0.00031471252
	273413.5	163.42598	0.00031232834
	273610.31	168.86368	0.00030755997
	273807.16	166.06364	0.00033140182
	274004	169.45038	0.00029921532
	274200.84	164.87599	0.0003194809
	274397.69	167.05119	0.0003349781
	274594.53	170.50064	0.0003027916
	274791.38	167.79951	0.00031471252
	274988.22	170.76286	0.00034809113
	275185.06	172.01421	0.00033378601
	275381.88	164.91545	0.00031590462
	275578.72	169.09706	0.00029563904
	275775.56	170.76764	0.00034093857
	275972.41	169.55679	0.00030875206
	276169.25	164.68959	0.00032424927
	276366.09	165.8542	0.0003015995
	276562.94	167.33017	0.00031471252
	276759.78	169.25412	0.00033140182
	276956.62	169.99202	0.00030755997
	277153.47	165.5497	0.0003194809
	277350.28	169.75334	0.00031471252
	277547.12	168.60466	0.00031352043
	277743.97	173.90846	0.0003027916
	277940.81	168.38551	0.00030755997
	278137.66	168.43985	0.00032067299
	278334.5	170.94533	0.0003027916
	278531.34	168.51457	0.00030517578
	278728.19	165.96375	0.00030875206
	278925.03	166.75946	0.00033259392
	279121.88	169.80849	0.00032305717
	279318.69	171.22057	0.00031232834
	279515.53	166.31773	0.00032663345
	279712.38	168.69006	0.00031590462
	279909.22	172.98349	0.00031113625
	280106.06	169.28687	0.00031352043
	280302.91	172.47617	0.0003182888
	280499.75	168.60123	0.00030040741
	280696.59	168.39708	0.0003194809
	280893.44	170.83055	0.00030636787
	281090.25	170.00455	0.00031590462
	281287.09	172.18469	0.00030636787
	281483.94	171.08507	0.00030755997
	281680.78	171.93306	0.00030517578
	281877.62	165.48892	0.00031352043
	282074.47	168.0434	0.00030994415
	282271.31	172.20299	0.00028967857
	282468.16	171.20511	0.0003194809
	282665	168.34747	0.00031232834
	282861.84	175.83638	0.00031113625
	283058.66	166.01541	0.0003194809
	283255.5	169.50851	0.00032663345
	283452.34	167.69945	0.00032424927
	283649.19	167.44748	0.00031232834
	283846.03	169.97888	0.00030040741
	284042.88	166.66487	0.00033020973
	284239.72	170.11411	0.00029087067
	284436.56	167.35182	0.00030994415
	284633.41	169.03888	0.00030636787
	284830.22	170.18069	0.00031352043
	285027.06	169.22636	0.00029921532
	285223.91	170.98068	0.00030398369
	285420.75	168.60123	0.00030040741
	285617.59	170.90099	0.00030875206
	285814.44	166.63977	0.00029325485
	286011.28	173.15721	0.00029921532
	286208.12	164.08778	0.00028252602
	286404.97	171.33795	0.00030755997
	286601.81	170.16344	0.00029921532
	286798.62	169.52576	0.00028848648
	286995.47	169.75592	0.0003015995
	287192.31	168.31862	0.00028848648
	287389.16	171.19978	0.00028729439
	287586	171.11212	0.00029206276
	287782.84	170.71852	0.00030994415
	287979.69	169.2157	0.00030517578
	288176.53	167.60727	0.00027179718
	288373.38	170.24757	0.00030875206
	288570.22	170.0054	0.00029444695
	288767.03	172.05652	0.00030994415
	288963.88	169.67377	0.00028610229
	289160.72	174.47246	0.00029683113
	289357.56	171.80573	0.00030040741
	289554.41	174.66489	0.00030755997
	289751.25	172.0992	0.00029444695
	289948.09	169.19385	0.00029206276
	290144.94	173.13	0.00029802322
	290341.78	168.6449	0.00029563904
	290538.59	166.8972	0.00028371811
	290735.44	172.40536	0.00030636787
	290932.28	172.90331	0.00029802322
	291129.12	170.07997	0.00026941299
	291325.97	169.42073	0.00031113625
	291522.81	171.39861	0.00028610229
	291719.66	173.40837	0.00026941299
	291916.5	174.35944	0.00029087067
	292113.34	172.14668	0.00027894974
	292310.19	170.49879	0.00028848648
	292507	174.44003	0.00027060509
	292703.84	170.50064	0.0003027916
	292900.69	172.34227	0.00028610229
	293097.53	173.08159	0.00028610229
	293294.38	171.11212	0.00029206276
	293491.22	169.67274	0.00027179718
	293688.06	172.16237	0.00029683113
	293884.91	173.50064	0.00028371811
	294081.75	175.21651	0.0002849102
	294278.56	168.88264	0.00027775764
	294475.41	172.23483	0.00029087067
	294672.25	174.119	0.00027894974
	294869.09	171.9016	0.00030398369
	295065.94	171.01479	0.00028133392
	295262.78	170.49879	0.00028848648
	295459.62	175.0862	0.00026345253
	295656.47	171.43405	0.00028729439
	295853.31	172.31036	0.0002849102
	296050.16	173.08876	0.00027656555
	296246.97	172.45056	0.00029921532
	296443.81	169.93542	0.00027894974
	296640.66	171.86989	0.00026941299
	296837.5	172.0451	0.00027537346
	297034.34	169.67377	0.0002849102
	297231.19	174.10193	0.00028967857
	297428.03	174.97302	0.00025749207
	297624.88	171.14798	0.00029325485
	297821.72	171.7328	0.00028133392
	298018.53	174.01703	0.00027418137
	298215.38	171.54497	0.00026702881
	298412.22	173.8232	0.00027656555
	298609.06	169.43898	0.00028610229
	298805.91	174.31395	0.00027656555
	299002.75	171.57301	0.00025987625
	299199.59	174.78197	0.00026106834
	299396.44	169.27962	0.00024914742
	299593.28	170.27979	0.00026106834
	299790.12	173.30577	0.00025510788
	299986.94	168.79166	0.00026345253
	300183.78	175.04153	0.00026106834
	300380.62	167.92343	0.00026106834
	300577.47	173.14636	0.00024914742
	300774.31	167.28342	0.00027537346
	300971.16	172.65569	0.00026941299
	301168	173.08876	0.00027656555
	301364.84	172.90871	0.00025033951
	301561.69	170.40306	0.00024914742
	301758.53	171.71931	0.00025629997
	301955.34	168.14021	0.00024318695
	302152.19	173.06563	0.00026583672
	302349.03	172.60391	0.00024914742
	302545.88	175.64058	0.00026583672
	302742.72	172.62953	0.00024080276
	302939.56	171.83604	0.0002849102
	303136.41	172.77925	0.00026464462
	303333.25	174.89781	0.00026702881
	303530.09	178.30701	0.00024199486
	303726.91	171.97929	0.00026345253
	303923.75	172.90747	0.00025987625
	304120.59	174.01938	0.0002515316
	304317.44	171.79527	0.00025868416
	304514.28	169.326	0.00023126602
	304711.12	169.10448	0.00025749207
	304907.97	172.00645	0.00028252602
	305104.81	169.67159	0.00025868416
	305301.66	174.62029	0.00026583672
	305498.5	172.03038	0.00023961067
	305695.31	175.53717	0.00024437904
	305892.16	167.99977	0.0002515316
	306089	170.93349	0.00022649765
	306285.84	176.31772	0.00024080276
	306482.69	167.99379	0.0002682209
	306679.53	173.65979	0.00024795532
	306876.38	173.84482	0.00024437904
	307073.22	174.53378	0.00024914742
	307270.06	171.9079	0.00025510788
	307466.88	174.17926	0.00024676323
	307663.72	177.12454	0.00026106834
	307860.56	170.07375	0.00024199486
	308057.41	178.39398	0.00025510788
	308254.25	173.29016	0.00024437904
	308451.09	168.42157	0.00024914742
	308647.94	175.67233	0.00022053719
	308844.78	172.22235	0.00024557114
	309041.62	167.62602	0.00023841858
	309238.47	165.03044	0.00023007393
	309435.28	165.71889	0.00020265579
	309632.12	174.03549	0.00024080276
	309828.97	173.18178	0.00022053719
	310025.81	175.68936	0.00023722649
	310222.66	169.6673	0.000218153
	310419.5	176.56636	0.00023841858
	310616.34	169.30974	0.00023722649
	310813.19	179.00652	0.00020623207
	311010.03	175.64577	0.0002348423
	311206.88	176.70387	0.00022768974
	311403.69	174.98686	0.00020384789
	311600.53	172.42531	0.00022530556
	311797.38	176.9713	0.00022530556
	311994.22	173.32553	0.00022530556
	312191.06	172.47008	0.00020861626
	312387.91	173.11827	0.00020861626
	312584.75	172.27338	0.00023841858
	312781.59	178.73399	0.00021576881
