IGOR
WAVES	Frequency	Phase	Amp
BEGIN
	254123.12	169.7626	0.00036120415
	254319.95	165.64645	0.00036478043
	254516.8	163.60007	0.00037074089
	254713.64	166.2184	0.00038981438
	254910.48	166.70781	0.00037789345
	255107.31	167.62782	0.00037789345
	255304.16	164.27524	0.00038266182
	255501	166.73796	0.00036358833
	255697.84	163.7171	0.00036120415
	255894.69	167.74281	0.00038146973
	256091.52	167.80983	0.00034928322
	256288.36	164.35081	0.00037908554
	256485.2	161.44493	0.00035881996
	256682.05	162.13799	0.00037670135
	256878.89	166.58217	0.00037431717
	257075.72	165.06857	0.0003695488
	257272.56	164.5424	0.00038385391
	257469.41	166.99094	0.00035405159
	257666.25	167.01897	0.00037670135
	257863.09	169.42413	0.00038266182
	258059.92	167.71167	0.0003695488
	258256.77	167.7202	0.0003862381
	258453.61	163.63094	0.00037550926
	258650.45	166.30554	0.00038743019
	258847.3	168.23169	0.0003516674
	259044.12	166.511	0.00039339066
	259240.97	167.54366	0.00040888786
	259437.81	164.1808	0.00037074089
	259634.66	165.21968	0.00037789345
	259831.48	164.91048	0.00036120415
	260028.33	166.86597	0.00036716461
	260225.17	167.03413	0.00035524368
	260422.02	165.7888	0.00037789345
	260618.86	167.85571	0.00038504601
	260815.69	164.23933	0.00035524368
	261012.53	167.07399	0.00037193298
	261209.38	163.33777	0.0003528595
	261406.22	165.26617	0.00035524368
	261603.06	167.29796	0.00038385391
	261799.89	166.75946	0.00037431717
	261996.73	167.37274	0.00037550926
	262193.56	168.65382	0.0003695488
	262390.41	163.30074	0.00038504601
	262587.25	163.01385	0.00038743019
	262784.09	167.04912	0.00035047531
	262980.94	164.40718	0.00037193298
	263177.78	168.76427	0.00036001205
	263374.62	166.57176	0.00035405159
	263571.47	168.0455	0.00037312508
	263768.31	166.85405	0.00037193298
	263965.16	168.00757	0.00037193298
	264161.97	167.37274	0.00037550926
	264358.81	170.20013	0.00039696693
	264555.66	166.67545	0.00037193298
	264752.5	164.42744	0.00037670135
	264949.34	168.37155	0.00037670135
	265146.19	166.09221	0.0003862381
	265343.03	165.91743	0.00035762787
	265539.88	168.61966	0.00038027763
	265736.72	168.5484	0.00037789345
	265933.56	165.21968	0.00037789345
	266130.38	169.59599	0.0003695488
	266327.22	165.50612	0.00036120415
	266524.06	166.72763	0.0003683567
	266720.91	168.78645	0.00041604042
	266917.75	165.91927	0.00037193298
	267114.59	166.46078	0.00036597252
	267311.44	169.91525	0.00036001205
	267508.28	169.04028	0.00038146973
	267705.12	169.72778	0.00037431717
	267901.94	166.39635	0.00034451485
	268098.78	165.28322	0.00038862228
	268295.62	168.14021	0.00036478043
	268492.47	169.15587	0.00037312508
	268689.31	166.89078	0.00035643578
	268886.16	164.67847	0.00036001205
	269083	167.67223	0.0003683567
	269279.84	166.09061	0.00039100647
	269476.69	167.94324	0.00037550926
	269673.53	165.87566	0.00037550926
	269870.34	166.10474	0.0003516674
	270067.19	169.40265	0.00037550926
	270264.03	164.59489	0.00039935112
	270460.88	167.83612	0.00034451485
	270657.72	169.36914	0.00037312508
	270854.56	164.57784	0.00035762787
	271051.41	167.79488	0.00038862228
	271248.25	168.32324	0.00036478043
	271445.09	166.09909	0.00036716461
	271641.91	168.83276	0.00037431717
	271838.75	166.77003	0.0003695488
	272035.59	167.79951	0.00036001205
	272232.44	167.16205	0.00035881996
	272429.28	167.30276	0.00039577484
	272626.12	171.37822	0.00033378601
	272822.97	172.40536	0.00037789345
	273019.81	171.07452	0.00037431717
	273216.66	167.55237	0.00036478043
	273413.5	166.83115	0.00038146973
	273610.31	166.76949	0.00038981438
	273807.16	170.29335	0.00036716461
	274004	168.7957	0.00038027763
	274200.84	166.78091	0.00036478043
	274397.69	170.59575	0.0003862381
	274594.53	167.96939	0.00037074089
	274791.38	170.47655	0.00036716461
	274988.22	170.40402	0.0003349781
	275185.06	166.09555	0.00037670135
	275381.88	169.17444	0.0003862381
	275578.72	168.10226	0.0003862381
	275775.56	168.50021	0.0003516674
	275972.41	171.02737	0.00034332275
	276169.25	168.86505	0.00038266182
	276366.09	166.28409	0.00036120415
	276562.94	168.96751	0.00038504601
	276759.78	170.14211	0.0003683567
	276956.62	166.55533	0.00036358833
	277153.47	171.66096	0.0003695488
	277350.28	168.35544	0.00036001205
	277547.12	166.2885	0.00035643578
	277743.97	169.3461	0.00036716461
	277940.81	168.23169	0.00037908554
	278137.66	169.89496	0.00036597252
	278334.5	167.78427	0.00035405159
	278531.34	169.56715	0.00038146973
	278728.19	170.62788	0.00037312508
	278925.03	169.87532	0.00037193298
	279121.88	170.66499	0.0003516674
	279318.69	169.02211	0.00036239624
	279515.53	169.09328	0.00036478043
	279712.38	166.00977	0.00035881996
	279909.22	169.19838	0.0003683567
	280106.06	169.31161	0.00036597252
	280302.91	166.50426	0.00036716461
	280499.75	169.35712	0.00036120415
	280696.59	167.3511	0.0003695488
	280893.44	169.02774	0.00035643578
	281090.25	171.04752	0.0003516674
	281287.09	168.98616	0.00036120415
	281483.94	164.95946	0.00036239624
	281680.78	166.38434	0.00035405159
	281877.62	168.26141	0.00037431717
	282074.47	168.61357	0.00034928322
	282271.31	168.83276	0.00037431717
	282468.16	168.06288	0.00036239624
	282665	169.35712	0.00036120415
	282861.84	168.57492	0.00034809113
	283058.66	168.90987	0.00036478043
	283255.5	168.65128	0.00034451485
	283452.34	168.50655	0.00036478043
	283649.19	170.62788	0.00037312508
	283846.03	172.75383	0.00034928322
	284042.88	170.59799	0.00037193298
	284239.72	169.91525	0.00036001205
	284436.56	171.00757	0.00035762787
	284633.41	167.55757	0.00034213066
	284830.22	170.87982	0.00036001205
	285027.06	169.08669	0.00037074089
	285223.91	173.83514	0.00034332275
	285420.75	170.93156	0.0003695488
	285617.59	169.17975	0.00035524368
	285814.44	169.40388	0.00035643578
	286011.28	170.27242	0.00038027763
	286208.12	171.62859	0.00036001205
	286404.97	168.3885	0.00035524368
	286601.81	170.92523	0.00034689903
	286798.62	169.34418	0.00034809113
	286995.47	170.13419	0.00036120415
	287192.31	168.95445	0.00035405159
	287389.16	169.16357	0.00036716461
	287586	168.89053	0.00033378601
	287782.84	170.53766	0.00035524368
	287979.69	164.63837	0.00033736229
	288176.53	171.70284	0.00034689903
	288373.38	169.81483	0.00035643578
	288570.22	170.09581	0.00038027763
	288767.03	170.87982	0.00036001205
	288963.88	170.72359	0.00036120415
